OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
21579;2015;Multifamily MR (5-9);Mid-Rise Multifamily;ILLUMINA LAKE UNION;2107700110;"""{'latitude': '47.63356661'";'longitude': '-122.3248548';"'human_address': '{""""address"""": """"219 E GARFIELD ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";4;LAKE UNION;2005;1;6;106524;47110;59414;"""Multifamily Housing";"Parking""";Multifamily Housing;106524;Parking;15120;;;;87.00;27,1;27,7;84,4;86,1;2890253;2947380;0;834849;2848622;417;41749;0;22,08;0.09;No;;Compliant;;;17;;10;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21580;2015;NonResidential;Small- and Mid-Sized Office;EAST LAKE TOWERS;2107700160;"""{'latitude': '47.63248578'";'longitude': '-122.3252227';"'human_address': '{""""address"""": """"214 E GALER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";4;LAKE UNION;1987;1;3;33176;0;33176;"""Office";"Parking""";Office;33176;Parking;15000;;;;89.00;43,1;47,1;98,9;103,1;1429196;1562668;0;249525;851414;5778;577817;0;36,62;0.99;No;;Compliant;;;17;;10;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21582;2015;NonResidential;Retail Store;WASH STATE CREDIT UNION;2107700260;"""{'latitude': '47.63247757'";'longitude': '-122.3266002';"'human_address': '{""""address"""": """"1500 FAIRVIEW AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";4;LAKE UNION;1993;1;3;25194;3764;21430;"""Medical Office";Office;"Retail Store""";Retail Store;10751;Medical Office;8044;Office;2635;;;68,5;76,7;157,1;162,9;1468882;1644446;0;255944;873316;5956;595602;0;37.72;1.35;No;;Compliant;;;17;;10;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21588;2015;Multifamily LR (1-4);Low-Rise Multifamily;HILL VILLA APTS;2114700295;"""{'latitude': '47.53439438'";'longitude': '-122.3476838';"'human_address': '{""""address"""": """"900 SW HOLDEN ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98106""""}'}""";1;DELRIDGE;1967;1;3;21385;0;21385;Multifamily Housing;;;;;;;;79.00;24.70;27,5;77,6;86,5;528453;588942;0;154881;528475;0;0;0;3.68;0,07;Yes;;Compliant;;;25;;13;18385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21592;2015;Multifamily LR (1-4);Low-Rise Multifamily;HOLDEN COURT APARTMENTS;2114700445;"""{'latitude': '47.53384621'";'longitude': '-122.3488689';"'human_address': '{""""address"""": """"931 SW HOLDEN ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98106""""}'}""";1;DELRIDGE;1980;1;3;31288;6829;24459;"""Multifamily Housing";"Parking""";Multifamily Housing;24459;Parking;6829;;;;81.00;27,4;29,4;86,2;92,3;671079;719234;0;196682;671107;0;0;0;4,68;0.06;Yes;;Compliant;;;25;;15;18385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21594;2015;Multifamily MR (5-9);Mid-Rise Multifamily;DUNCAN PLACE;2119000000;"""{'latitude': '47.66284244'";'longitude': '-122.3199086';"'human_address': '{""""address"""": """"4547 8TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98105""""}'}""";4;NORTHEAST;2008;1;6;50803;0;50803;"""Multifamily Housing";"Parking""";Multifamily Housing;38897;Parking;12000;;;;55.00;45,2;48,1;141,9;151,1;1758581;1872157;0;515216;1757990;7;663;0;12,29;0.09;No;;Compliant;;;60;;38;18383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21601;2015;SPS-District K-12;K-12 School;DUNLAP ELEMENTARY SCHOOL (SPS-DISTRICT);2123700235;"""{'latitude': '47.52494786'";'longitude': '-122.2747335';"'human_address': '{""""address"""": """"4525 S CLOVERDALE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;2000;1;2;75605;0;75605;K-12 School;K-12 School;75605;;;;;;83.00;29.10;32,4;74,7;78,2;2199689;2448321;0;468461;1598455;6013;601300;0;43.08;0,48;Yes;;Compliant;;;51;;45;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21604;2015;SPS-District K-12;K-12 School;SOUTH LAKE HIGH SCHOOL (SPS-DISTRICT);2123700250;"""{'latitude': '47.52427301'";'longitude': '-122.2714398';"'human_address': '{""""address"""": """"8601 RAINIER AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;2008;1;2;29525;0;29525;K-12 School;K-12 School;29525;;;;;;55.00;57.20;69,1;142,2;163;1688739;2041504;0;340281;1161087;5277;527700;0;36.12;1,05;Yes;;Compliant;;;51;;45;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21605;2015;Multifamily LR (1-4);Low-Rise Multifamily;HENDERSON ARMS;2123700355;"""{'latitude': '47.52282284'";'longitude': '-122.2726603';"'human_address': '{""""address"""": """"4803 S HENDERSON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;1962;1;3;30891;0;30891;Multifamily Housing;Multifamily Housing;30891;;;;;;61.00;29.00;31,7;91,1;99,4;896485;978244;0;262745;896523;0;0;0;6.25;0,08;Yes;;Compliant;;;51;;46;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21610;2015;Multifamily LR (1-4);Low-Rise Multifamily;VILLA PARK TOWNHOMES;2123700405;"""{'latitude': '47.52181948'";'longitude': '-122.2716076';"'human_address': '{""""address"""": """"9101 50TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;2000;1;2;40542;0;40542;Multifamily Housing;Multifamily Housing;40542;;;;;;32.00;34.20;38,2;107,5;120;1387773;1549771;0;406733;1387830;0;0;0;9.67;0,09;Yes;;Compliant;;;51;;46;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21611;2015;NonResidential;Worship Facility;CHINESE BAPTIST CHURCH;2124049098;"""{'latitude': '47.55057128'";'longitude': '-122.302943';"'human_address': '{""""address"""": """"5801 BEACON AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1977;1;99;21948;0;21948;Worship Facility;Worship Facility;21948;;;;;;54.00;14.50;14,5;45,5;45,5;318205;318205;0;93261;318218;0;0;0;2.22;0,04;Yes;;Compliant;;;34;;44;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21613;2015;NonResidential;Other;BROADMOOR GOLF COURSE;2125049032;"""{'latitude': '47.63938403'";'longitude': '-122.2911671';"'human_address': '{""""address"""": """"2340 BROADMOOR DR E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98112""""}'}""";3;EAST;1927;1;3;31191;0;31191;"""Other - Recreation";"Self-Storage Facility""";Other - Recreation;30095;Self-Storage Facility;1096;;;;;191,6;196,3;410,7;402;5975230;6123364;0;916606;3127589;28478;2847771;0;173,05;5.12;No;;Compliant;;;31;;6;18789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21616;2015;SPS-District K-12;K-12 School;OLYMPIC HILLS (SPS-DISTRICT);2126049041;"""{'latitude': '47.72466237'";'longitude': '-122.30694';"'human_address': '{""""address"""": """"13018 20TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;1954;1;1;42292;0;42292;K-12 School;K-12 School;43188;;;;;;72.00;52.20;68,7;95,6;117,8;2255905;2965189;0;246631;841540;14144;1414400;0;80.99;1,83;Yes;Under construction starting 6/2015 (old building demolished) and ending 9/2017. New Building re-opens 9/2017. Year built changed from 1954 to 2017.;Compliant;;117;29;2;26;19579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21617;2015;NonResidential;Other;BILL PIERRE FORD;2126049136;"""{'latitude': '47.72044148'";'longitude': '-122.2970446';"'human_address': '{""""address"""": """"12531 30TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98125""""}'}""";5;NORTH;1947;1;1;37377;0;37377;"""Office";Repair Services (Vehicle;Shoe;Locksmith;etc);"Retail Store""";"""Repair Services (Vehicle";Shoe;Locksmith;"etc)""";31303;;3468;;840;;;77,7;97.40;143,6;164.30;2767381;3468627;0;309733;1056854;17106;1710570;0;98,22;2,51;;;;;117;29;2;26;19579;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21619;2015;Multifamily MR (5-9);Mid-Rise Multifamily;DUWAMISH HEAD CONDOMINIUM;2134000000;"""{'latitude': '47.59490054'";'longitude': '-122.3865187';"'human_address': '{""""address"""": """"1140 ALKI AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98116""""}'}""";1;SOUTHWEST;1975;1;5;41510;0;41510;Multifamily Housing;Multifamily Housing;41510;;;;;;73.00;30.80;36,6;81,1;95,4;1280245;1520533;0;283841;968504;3118;311781;0;23.31;0,46;No;;Compliant;;;2;;49;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21622;2015;NonResidential;Non-Refrigerated Warehouse;WHSE MULTI TENANT;2136200605;"""{'latitude': '47.53908726'";'longitude': '-122.3198021';"'human_address': '{""""address"""": """"1001 S MYRTLE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1977;1;1;29380;0;29380;"""Non-Refrigerated Warehouse";Office;"Other""";Non-Refrigerated Warehouse;16768;Office;6837;Other;5775;;30;28,6;28,6;89,9;89,9;841381;841381;0;246595;841416;0;0;0;5.87;0.08;No;;Compliant;;;22;;37;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21627;2015;Multifamily MR (5-9);Mid-Rise Multifamily;DWELL ROOSEVELT CONDOMINIUM;2137500000;"""{'latitude': '47.67617035'";'longitude': '-122.31643677';"'human_address': '{""""address"""": """"1026 NE 65TH ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98115""""}'}""";4;NORTHEAST;2006;1;6;61887;0;61887;;;;;;;;;21.00;48.50;50,2;117,1;118,9;3002996;3107655;0;574489;1960237;10428;1042840;0;69.05;0,98;No;;Compliant;;;53;;47;18792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21631;2015;Multifamily LR (1-4);Low-Rise Multifamily;EAST MADISON CONDOS;2161800000;"""{'latitude': '47.6216613'";'longitude': '-122.2984683';"'human_address': '{""""address"""": """"2591 E MADISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98112""""}'}""";3;CENTRAL;1978;1;2;56340;0;56340;Multifamily Housing;Multifamily Housing;56340;;;;;;90.00;18.60;21,3;58,3;67;1045413;1201498;0;306393;1045456;0;0;0;7.29;0,05;No;;Compliant;;;9;;8;18789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21640;2015;Multifamily LR (1-4);Low-Rise Multifamily;SIR LANCELOT APTS;2163900170;"""{'latitude': '47.62727129'";'longitude': '-122.3246182';"'human_address': '{""""address"""": """"763 BELMONT PL E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1928;1;3;25538;0;25538;Multifamily Housing;Multifamily Housing;25538;;;;;;91.00;29.30;33;64,2;73,9;747326;842027;0;119995;409441;3379;337902;0;20.8;0,75;No;;Compliant;;;44;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21646;2015;Multifamily LR (1-4);Low-Rise Multifamily;733 SUMMIT EAST;2163900314;"""{'latitude': '47.62578887'";'longitude': '-122.3263863';"'human_address': '{""""address"""": """"733 SUMMIT AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1949;1;3;44672;0;44672;;;;;;;;;91.00;51.10;59,2;77;85,6;2282655;2646639;0;146511;499918;17828;1782758;0;98.17;2,15;No;;Compliant;;;44;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21647;2015;Multifamily LR (1-4);Low-Rise Multifamily;SUMMIT VIEW;2163900350;"""{'latitude': '47.62643124'";'longitude': '-122.325699';"'human_address': '{""""address"""": """"745 SUMMIT AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1989;1;4;33692;8167;25525;"""Multifamily Housing";"Parking""";Multifamily Housing;25525;Parking;8167;;;;95.00;23,1;25,1;72,7;78,9;590629;641198;0;173103;590653;0;0;0;4,12;0.05;Yes;;Compliant;;;44;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21649;2015;Multifamily LR (1-4);Low-Rise Multifamily;BELROY APTS (VINTAGE);2163900440;"""{'latitude': '47.62533569'";'longitude': '-122.32730865';"'human_address': '{""""address"""": """"703 BELLEVUE AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1930;1;3;39613;5765;33848;"""Multifamily Housing";"Parking""";Multifamily Housing;33848;Parking;13085;;;;68.00;56,4;62;98;103,9;1910465;2100104;0;184021;627906;12826;1282585;0;72,5;1.76;No;;Compliant;;;16;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21650;2015;Multifamily MR (5-9);Mid-Rise Multifamily;THE MARK SPENCER;2163900470;"""{'latitude': '47.62606396'";'longitude': '-122.3270802';"'human_address': '{""""address"""": """"727 BELLEVUE AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1958;1;5;28833;0;28833;Multifamily Housing;Multifamily Housing;28833;;;;;;95.00;33.60;33,5;90,7;95,2;968343;965950;0;224135;764782;2036;203593;0;16.14;0,45;No;;Compliant;;;16;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21652;2015;Multifamily LR (1-4);Low-Rise Multifamily;HACIENDA;2163901480;"""{'latitude': '47.62801615'";'longitude': '-122.3264836';"'human_address': '{""""address"""": """"1029 SUMMIT AVE E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1925;1;2;24325;0;24325;"""Multifamily Housing";"Parking""";Multifamily Housing;24325;Parking;6900;;;;16.00;78,5;93,2;104,2;120,2;1908612;2266557;0;74397;253853;16548;1654770;0;89,65;3.64;No;;Compliant;;;16;;4;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21656;2015;NonResidential;Worship Facility;JAPANESE BAPTIST CHURCH;2197600015;"""{'latitude': '47.60319489'";'longitude': '-122.3204073';"'human_address': '{""""address"""": """"160 BROADWAY""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1922;1;2;22688;0;22688;Worship Facility;Worship Facility;22688;;;;;;89.00;13.10;16,5;34,9;42,4;298063;375155;0;67011;228649;694;69423;0;5.28;0,19;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21659;2015;Multifamily LR (1-4);Low-Rise Multifamily;ALDER HOUSE;2197600091;"""{'latitude': '47.60399893'";'longitude': '-122.3198003';"'human_address': '{""""address"""": """"925 E ALDER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1968;1;4;33192;0;33192;Multifamily Housing;Multifamily Housing;33192;;;;;;52.00;30.10;34,6;94,7;108,6;1000552;1148226;0;293245;1000593;0;0;0;6.98;0,08;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21660;2015;Multifamily MR (5-9);Mid-Rise Multifamily;HILL HOUSE APTS;2197600145;"""{'latitude': '47.60500799'";'longitude': '-122.3197655';"'human_address': '{""""address"""": """"321 10TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1989;1;5;21902;3667;18235;Multifamily Housing;Multifamily Housing;21902;;;;;;83.00;26.90;30,7;84,5;96,3;589630;671552;0;172811;589654;0;0;0;4.11;0,07;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21661;2015;Multifamily MR (5-9);Mid-Rise Multifamily;ALDERCREST APARTMENTS (2013);2197600160;"""{'latitude': '47.6046175'";'longitude': '-122.3197558';"'human_address': '{""""address"""": """"303 10TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1999;1;6;46442;18092;28350;"""Multifamily Housing";"Parking""";Multifamily Housing;46442;Parking;18092;;;;96.00;27,9;30,4;80;85,2;1297041;1410886;0;330332;1127138;1700;169950;0;16,88;0.26;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21662;2015;Multifamily LR (1-4);Low-Rise Multifamily;CAL ANDERSON HOUSE;2197600175;"""{'latitude': '47.6053772'";'longitude': '-122.32046509';"'human_address': '{""""address"""": """"400 BROADWAY""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1995;1;3;21005;1966;19039;Multifamily Housing;Multifamily Housing;21014;;;;;;20.00;46.80;51,5;108,7;117,4;983687;1082971;0;175482;598770;3849;384941;0;24.62;1,05;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21663;2015;Multifamily MR (5-9);Mid-Rise Multifamily;EVANS HOUSE;2197600205;"""{'latitude': '47.60579683'";'longitude': '-122.3198003';"'human_address': '{""""address"""": """"415 10TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2007;1;6;52405;8012;44393;Multifamily Housing;Multifamily Housing;52101;;;;;;57.00;70.50;78,9;117,3;126,1;3674705;4110562;0;316008;1078262;25965;2596487;0;145.42;2,69;Yes;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21665;2015;Multifamily MR (5-9);Mid-Rise Multifamily;TERRACE VIEW APTS;2197600221;"""{'latitude': '47.6053772'";'longitude': '-122.31991577';"'human_address': '{""""address"""": """"914 E TERRACE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2000;1;6;30648;7871;22777;"""Multifamily Housing";"Parking""";Multifamily Housing;22777;Parking;0;;;;87.00;29,3;31,9;91,9;100,3;666355;727544;0;195297;666382;0;0;0;4,65;0.06;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21667;2015;Multifamily LR (1-4);Low-Rise Multifamily;FIRST HILL APTS;2197600350;"""{'latitude': '47.60546892'";'longitude': '-122.3189879';"'human_address': '{""""address"""": """"400 10TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1985;1;4;37485;0;37485;Multifamily Housing;Multifamily Housing;37485;;;;;;64.00;36.20;39,4;91,5;101,5;1357701;1476409;0;281176;959412;3983;398328;0;27.84;0,63;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21670;2015;Multifamily MR (5-9);Mid-Rise Multifamily;VANTAGE PARK APTS;2197600460;"""{'latitude': '47.60458033'";'longitude': '-122.3184705';"'human_address': '{""""address"""": """"1011 E TERRACE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1999;1;5;109924;43976;65948;Multifamily Housing;Multifamily Housing;65948;;;;;;81.00;44.60;50,9;100,1;108,7;2938366;3358508;0;493220;1682936;12555;1255499;0;78.41;0,65;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21671;2015;Multifamily MR (5-9);Mid-Rise Multifamily;CLEARWATER APTS;2197600556;"""{'latitude': '47.60333252'";'longitude': '-122.31833649';"'human_address': '{""""address"""": """"167 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;2001;1;5;72989;27417;45572;"""Multifamily Housing";"Parking""";Multifamily Housing;45572;Parking;27417;;;;70.00;33,5;35,8;105,3;112,3;1528642;1630197;0;448019;1528705;0;0;0;10,66;0.06;Yes;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21672;2015;Multifamily LR (1-4);Low-Rise Multifamily;ABBOTTSFORD  APTS;2197600565;"""{'latitude': '47.60291808'";'longitude': '-122.3184793';"'human_address': '{""""address"""": """"151 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1901;1;3;43128;0;43128;Multifamily Housing;Multifamily Housing;43128;;;;;;73.00;35.20;39,7;81,6;93,3;1516377;1712426;0;269993;921253;5952;595162;0;38.03;0,79;Yes;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21673;2015;Multifamily LR (1-4);Low-Rise Multifamily;STAR APTS;2197600605;"""{'latitude': '47.60334173'";'longitude': '-122.3177239';"'human_address': '{""""address"""": """"170 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1901;1;3;24046;0;24046;Multifamily Housing;Multifamily Housing;24046;;;;;;23.00;66.60;85,2;115,2;136,1;1602143;2048188;0;152551;520525;10816;1081640;0;61.07;2,45;Yes;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21674;2015;Multifamily LR (1-4);Low-Rise Multifamily;PIONEER FELLOWSHIP HOUSE (GROUP CARE HOME);2197600660;"""{'latitude': '47.60406676'";'longitude': '-122.3177128';"'human_address': '{""""address"""": """"220 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1978;1;3;22082;0;22082;Multifamily Housing;Multifamily Housing;22082;;;;;;14.00;48.50;53;142,3;155,9;1070381;1170409;0;283131;966084;1043;104337;0;12.28;0,37;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21675;2015;Multifamily MR (5-9);Mid-Rise Multifamily;ALDERVIEW APTS;2197600700;"""{'latitude': '47.60456484'";'longitude': '-122.3177288';"'human_address': '{""""address"""": """"300 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1994;1;6;45640;14322;31318;Multifamily Housing;Multifamily Housing;31318;;;;;;71.00;25.30;27,6;79,6;86,7;793436;864866;0;232543;793469;0;0;0;5.53;0,05;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
21676;2015;Multifamily MR (5-9);Mid-Rise Multifamily;TERRACE APTS;2197600710;"""{'latitude': '47.60482097'";'longitude': '-122.3177381';"'human_address': '{""""address"""": """"312 11TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;EAST;1998;1;5;41527;14522;27005;"""Multifamily Housing";"Parking""";Multifamily Housing;27005;Parking;14522;;;;89.00;30,1;32,5;94,4;101,9;811900;876771;0;237954;811933;0;0;0;5,66;0.05;No;;Compliant;;;19;;16;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
